일시,기온,강수량,풍속,습도,일조,일사,적설,전운량,지면온도
2021_11_04@6,13.5,,1.7,76.0,,,,3.0,13.2
2021_11_04@7,13.9,,2.4,79.0,0.0,0.0,,3.0,12.7
2021_11_04@8,14.9,,2.0,77.0,0.1,0.13,,7.0,14.4
2021_11_04@9,16.8,,2.3,74.0,0.0,0.27,,7.0,16.4
2021_11_04@10,19.4,,1.0,66.0,0.6,0.88,,3.0,19.9
2021_11_04@11,20.7,,2.8,62.0,0.8,1.63,,3.0,22.9
2021_11_04@12,21.2,,2.4,60.0,1.0,2.2,,4.0,26.6
2021_11_04@13,21.2,,2.8,58.0,1.0,2.33,,3.0,28.5
2021_11_04@14,21.1,,2.3,58.0,1.0,2.21,,4.0,28.7
2021_11_04@15,21.2,,2.8,55.0,1.0,1.86,,6.0,27.2
2021_11_04@16,20.6,,2.0,52.0,1.0,1.27,,2.0,22.7
2021_11_04@17,19.5,,1.3,54.0,1.0,0.52,,1.0,19.8
2021_11_04@18,17.5,,1.5,62.0,0.3,0.02,,0.0,17.8
2021_11_04@19,15.7,,2.8,62.0,,,,0.0,16.4
2021_11_04@20,14.8,,2.8,55.0,,,,1.0,15.4
2021_11_04@21,14.4,,1.9,59.0,,,,4.0,14.7
2021_11_04@22,14.1,,2.5,57.0,,,,5.0,14.2
2021_11_04@23,13.7,,2.4,59.0,,,,5.0,13.7
2021_11_05@0,13.8,,2.0,64.0,,,,7.0,13.6
2021_11_05@1,13.7,,2.0,66.0,,,,5.0,13.4
2021_11_05@2,13.5,,2.5,68.0,,,,0.0,12.9
2021_11_05@3,13.1,,2.1,72.0,,,,0.0,12.6
2021_11_05@4,13.1,,1.8,80.0,,,,0.0,12.3
2021_11_05@5,13.1,,2.2,83.0,,,,0.0,12.3
2021_11_05@6,13.2,,2.0,80.0,,,,0.0,12.1
2021_11_05@7,13.4,,2.5,80.0,0.0,0.0,,3.0,12.1
2021_11_05@8,14.3,,2.6,77.0,0.2,0.08,,3.0,12.6
2021_11_05@9,16.8,,1.4,71.0,1.0,0.62,,6.0,14.8
2021_11_05@10,19.7,,2.2,64.0,1.0,1.16,,8.0,18.9
2021_11_05@11,20.7,,3.6,58.0,0.7,1.49,,8.0,21.7
2021_11_05@12,20.6,,2.7,51.0,0.0,0.93,,9.0,21.8
2021_11_05@13,20.4,,3.2,61.0,0.0,0.76,,9.0,21.7
2021_11_05@14,19.9,,3.9,60.0,0.0,0.61,,9.0,21.3
2021_11_05@15,20.2,,2.3,51.0,0.0,0.49,,10.0,20.8
2021_11_05@16,19.6,,2.0,53.0,0.0,0.15,,10.0,19.6
2021_11_05@17,19.4,,1.5,56.0,0.0,0.05,,10.0,18.8
2021_11_05@18,18.8,,1.6,58.0,0.0,0.0,,10.0,17.8
2021_11_05@19,18.5,,1.5,62.0,,,,10.0,17.3
2021_11_05@20,18.7,,2.1,66.0,,,,10.0,17.2
2021_11_05@21,18.8,,2.2,64.0,,,,10.0,16.9
2021_11_05@22,18.8,,1.9,63.0,,,,10.0,16.8
2021_11_05@23,18.5,,2.0,66.0,,,,10.0,16.7
2021_11_06@0,18.4,0.0,1.4,67.0,,,,10.0,16.7
2021_11_06@1,18.0,,1.8,69.0,,,,9.0,16.3
2021_11_06@2,17.7,,1.0,69.0,,,,10.0,16.1
2021_11_06@3,17.6,,1.7,68.0,,,,10.0,16.2
2021_11_06@4,17.5,,2.1,68.0,,,,10.0,15.8
2021_11_06@5,17.8,,2.3,68.0,,,,10.0,15.7
2021_11_06@6,18.1,,2.3,66.0,,,,10.0,15.7
2021_11_06@7,18.5,,2.6,68.0,0.0,0.0,,10.0,15.7
2021_11_06@8,18.8,,2.9,70.0,0.0,0.05,,10.0,16.2
2021_11_06@9,19.4,,4.5,66.0,0.0,0.33,,8.0,17.8
2021_11_06@10,19.5,,4.3,64.0,0.0,0.36,,6.0,18.0
2021_11_06@11,21.1,,4.4,59.0,0.5,1.12,,4.0,21.5
2021_11_06@12,20.9,,4.0,57.0,0.6,1.66,,7.0,23.4
2021_11_06@13,22.0,,5.8,56.0,0.3,1.37,,8.0,26.4
2021_11_06@14,21.9,,4.8,59.0,0.5,1.61,,2.0,26.3
2021_11_06@15,21.2,,6.6,62.0,0.8,1.49,,3.0,25.0
2021_11_06@16,20.6,,5.6,65.0,0.6,1.05,,3.0,22.8
2021_11_06@17,19.8,,6.0,67.0,0.6,0.38,,7.0,20.9
2021_11_06@18,19.3,,5.2,67.0,0.0,0.01,,7.0,19.6
2021_11_06@19,19.2,,5.0,67.0,,,,4.0,19.0
2021_11_06@20,18.7,,3.7,71.0,,,,2.0,17.9
2021_11_06@21,18.7,,3.6,70.0,,,,6.0,17.6
2021_11_06@22,18.7,,3.8,70.0,,,,4.0,17.5
2021_11_06@23,18.8,,3.9,69.0,,,,5.0,17.5
2021_11_07@0,18.6,,3.1,69.0,,,,6.0,17.3
2021_11_07@1,18.8,,4.8,71.0,,,,7.0,17.5
2021_11_07@2,18.6,,3.5,72.0,,,,4.0,17.5
2021_11_07@3,18.4,,4.2,72.0,,,,8.0,17.5
2021_11_07@4,17.9,,2.4,75.0,,,,8.0,17.2
2021_11_07@5,17.3,,1.6,79.0,,,,7.0,16.7
2021_11_07@6,16.5,,1.6,82.0,,,,2.0,15.5
2021_11_07@7,16.4,,2.1,82.0,0.0,0.0,,7.0,15.6
2021_11_07@8,17.6,,4.0,82.0,0.0,0.03,,8.0,16.6
2021_11_07@9,18.4,,3.9,77.0,0.1,0.34,,6.0,17.6
2021_11_07@10,19.0,,4.1,75.0,0.1,0.64,,7.0,19.8
2021_11_07@11,19.8,,4.6,74.0,0.4,1.18,,6.0,22.2
2021_11_07@12,20.2,,6.1,74.0,0.4,1.54,,6.0,24.7
2021_11_07@13,21.1,,5.5,75.0,0.5,1.67,,8.0,26.9
2021_11_07@14,22.6,,4.7,54.0,0.5,1.49,,8.0,26.8
2021_11_07@15,22.5,,5.1,53.0,0.9,1.74,,7.0,26.6
2021_11_07@16,21.8,,5.0,57.0,1.0,1.1,,9.0,23.6
2021_11_07@17,20.7,,5.1,61.0,0.3,0.35,,9.0,21.4
2021_11_07@18,19.7,,4.3,63.0,0.0,0.01,,9.0,19.4
2021_11_07@19,19.3,,4.0,65.0,,,,7.0,18.4
2021_11_07@20,19.4,,3.8,64.0,,,,10.0,18.0
2021_11_07@21,19.0,,4.5,63.0,,,,8.0,17.3
2021_11_07@22,19.3,,6.0,64.0,,,,8.0,17.2
2021_11_07@23,19.1,,2.3,63.0,,,,10.0,17.0
2021_11_08@0,18.2,,1.1,67.0,,,,9.0,16.7
2021_11_08@1,18.0,,1.6,67.0,,,,10.0,16.5
2021_11_08@2,18.7,,4.0,77.0,,,,9.0,16.6
2021_11_08@3,18.7,,1.4,67.0,,,,10.0,16.8
2021_11_08@4,19.3,,1.3,68.0,,,,10.0,17.0
2021_11_08@5,19.2,,1.1,69.0,,,,10.0,17.1
2021_11_08@6,17.4,2.9,5.5,96.0,,,,10.0,17.2
2021_11_08@7,15.3,,5.5,95.0,0.0,0.0,,10.0,16.1
2021_11_08@8,13.9,,7.1,96.0,0.0,0.0,,10.0,15.1
2021_11_08@9,12.8,22.9,5.9,95.0,0.0,0.0,,10.0,14.4
2021_11_08@10,12.6,,7.1,93.0,0.0,0.03,,10.0,14.4
2021_11_08@11,12.1,,6.3,90.0,0.0,0.03,,10.0,13.9
2021_11_08@12,12.1,8.7,7.5,88.0,0.0,0.03,,10.0,13.7
2021_11_08@13,12.8,,7.7,76.0,0.0,0.03,,10.0,13.5
2021_11_08@14,12.6,,7.1,69.0,0.0,0.23,,10.0,13.5
2021_11_08@15,12.5,0.0,6.5,63.0,0.0,0.3,,10.0,13.2
2021_11_08@16,12.2,,7.0,62.0,0.0,0.23,,9.0,13.2
2021_11_08@17,12.0,,6.9,56.0,0.0,0.09,,9.0,12.5
2021_11_08@18,11.9,,6.2,62.0,0.0,0.0,,9.0,11.9
2021_11_08@19,11.9,,7.2,59.0,,,,8.0,11.7
2021_11_08@20,11.6,,7.4,60.0,,,,10.0,11.4
2021_11_08@21,11.6,,6.2,63.0,,,,9.0,11.3
2021_11_08@22,11.8,,6.3,57.0,,,,8.0,11.2
2021_11_08@23,11.9,,6.5,63.0,,,,8.0,11.1
2021_11_09@0,12.0,,6.9,60.0,,,,8.0,11.2
2021_11_09@1,12.0,,7.1,59.0,,,,10.0,11.1
2021_11_09@2,12.1,,6.4,56.0,,,,8.0,11.0
2021_11_09@3,11.9,,6.7,61.0,,,,9.0,11.0
2021_11_09@4,12.0,,6.7,59.0,,,,9.0,10.9
2021_11_09@5,12.0,,6.1,56.0,,,,9.0,10.9
2021_11_09@6,11.7,,5.1,63.0,,,,9.0,10.9
2021_11_09@7,12.0,,5.9,55.0,0.0,0.0,,9.0,10.8
2021_11_09@8,11.9,,8.0,61.0,0.0,0.0,,9.0,10.9
2021_11_09@9,12.4,0.0,7.4,50.0,0.0,0.02,,9.0,11.0
2021_11_09@10,13.5,,7.4,51.0,0.1,0.43,,7.0,12.8
2021_11_09@11,14.1,,8.7,52.0,0.3,1.11,,5.0,14.4
2021_11_09@12,14.6,,8.1,52.0,0.4,1.33,,7.0,15.9
2021_11_09@13,12.3,,6.9,66.0,0.0,0.52,,10.0,14.4
2021_11_09@14,12.9,,6.9,58.0,0.0,0.31,,8.0,13.6
2021_11_09@15,13.2,0.0,7.8,56.0,0.0,0.35,,8.0,13.2
2021_11_09@16,12.5,,7.8,66.0,0.0,0.28,,6.0,12.9
2021_11_09@17,11.6,,5.4,67.0,0.5,0.34,,5.0,12.2
2021_11_09@18,11.0,0.0,6.0,74.0,0.0,0.0,,10.0,11.5
2021_11_09@19,10.2,,6.8,83.0,,,,10.0,10.8
2021_11_09@20,11.5,,7.8,67.0,,,,10.0,10.8
2021_11_09@21,12.3,3.1,7.9,57.0,,,,8.0,10.7
2021_11_09@22,11.5,,8.7,65.0,,,,10.0,10.5
2021_11_09@23,10.6,,6.3,66.0,,,,10.0,10.4
2021_11_10@0,11.5,0.0,8.3,75.0,,,,10.0,10.6
2021_11_10@1,10.6,,8.5,77.0,,,,10.0,10.6
2021_11_10@2,10.9,,7.7,77.0,,,,8.0,10.3
2021_11_10@3,11.2,0.0,6.8,76.0,,,,8.0,10.3
2021_11_10@4,11.5,,7.2,66.0,,,,9.0,10.2
2021_11_10@5,11.7,,6.6,72.0,,,,9.0,10.4
2021_11_10@6,9.4,1.4,5.2,81.0,,,,9.0,10.2
2021_11_10@7,11.1,,5.6,76.0,,,,9.0,10.3
2021_11_10@8,11.1,,6.7,74.0,0.0,0.0,,9.0,10.4
2021_11_10@9,10.0,1.1,4.6,83.0,0.0,0.0,,9.0,10.8
2021_11_10@10,12.4,,7.5,66.0,0.0,0.08,,5.0,11.3
2021_11_10@11,13.4,,7.7,53.0,0.1,0.55,,7.0,12.2
2021_11_10@12,13.5,,7.5,50.0,0.0,0.41,,10.0,12.3
2021_11_10@13,12.4,,7.1,65.0,0.0,0.16,,10.0,12.0
2021_11_10@14,12.8,,8.0,65.0,0.0,0.21,,10.0,12.3
2021_11_10@15,11.5,1.1,6.2,77.0,0.0,0.07,,10.0,12.2
2021_11_10@16,11.3,,6.7,80.0,0.0,0.14,,10.0,12.3
2021_11_10@17,13.2,,8.0,63.0,0.0,0.0,,6.0,11.8
2021_11_10@18,12.6,0.3,6.8,63.0,0.0,0.0,,8.0,11.1
2021_11_10@19,12.6,,7.3,69.0,,,,8.0,11.2
2021_11_10@20,13.0,,7.3,67.0,,,,8.0,11.0
2021_11_10@21,11.7,0.1,6.2,71.0,,,,10.0,11.1
2021_11_10@22,13.1,,6.0,71.0,,,,10.0,11.3
2021_11_10@23,13.2,,6.3,63.0,,,,8.0,11.3
2021_11_11@0,13.4,0.0,7.4,57.0,,,,9.0,10.8
2021_11_11@1,11.5,,4.2,79.0,,,,9.0,10.8
2021_11_11@2,13.1,,7.0,67.0,,,,10.0,10.9
2021_11_11@3,11.8,0.6,7.3,83.0,,,,10.0,11.0
2021_11_11@4,11.7,,4.6,81.0,,,,10.0,11.2
2021_11_11@5,11.1,,3.2,81.0,,,,7.0,11.2
2021_11_11@6,13.2,1.1,5.8,68.0,,,,8.0,11.1
2021_11_11@7,13.2,,5.8,76.0,,,,8.0,11.2
2021_11_11@8,12.9,,5.2,79.0,0.0,0.01,,6.0,11.6
2021_11_11@9,12.9,,4.5,76.0,0.1,0.21,,8.0,12.1
2021_11_11@10,13.6,,3.8,71.0,0.2,0.66,,7.0,13.7
2021_11_11@11,15.5,,4.0,67.0,0.4,1.25,,7.0,16.6
2021_11_11@12,15.6,,5.4,63.0,0.4,1.28,,6.0,17.2
2021_11_11@13,15.3,,5.2,61.0,0.4,1.25,,7.0,17.1
2021_11_11@14,17.1,,7.0,47.0,0.9,2.03,,4.0,18.5
2021_11_11@15,15.3,0.0,7.0,59.0,0.3,0.8,,10.0,15.3
2021_11_11@16,15.9,,7.5,54.0,0.2,0.45,,5.0,14.2
2021_11_11@17,14.5,,8.5,76.0,0.5,0.31,,7.0,12.9
2021_11_11@18,13.6,0.0,6.9,74.0,0.0,0.0,,6.0,12.2
2021_11_11@19,11.9,,7.0,89.0,,,,10.0,12.0
2021_11_11@20,11.6,,5.4,83.0,,,,9.0,11.9
2021_11_11@21,11.9,2.1,4.1,76.0,,,,8.0,11.7
2021_11_11@22,12.8,,5.6,69.0,,,,9.0,11.6
2021_11_11@23,13.3,,6.8,54.0,,,,7.0,10.5
2021_11_12@0,10.9,0.6,5.4,84.0,,,,7.0,10.7
2021_11_12@1,10.0,,7.5,86.0,,,,6.0,9.5
2021_11_12@2,9.7,,4.0,84.0,,,,8.0,10.2
2021_11_12@3,10.6,3.1,6.3,76.0,,,,6.0,9.9
2021_11_12@4,10.0,,6.6,80.0,,,,10.0,10.0
2021_11_12@5,10.2,,5.1,83.0,,,,8.0,10.0
2021_11_12@6,11.3,2.3,7.5,71.0,,,,7.0,9.9
2021_11_12@7,11.3,,7.0,64.0,,,,6.0,9.4
2021_11_12@8,11.0,,5.7,71.0,0.0,0.06,,6.0,9.6
2021_11_12@9,11.3,,5.1,72.0,0.2,0.34,,8.0,10.5
2021_11_12@10,12.7,,6.1,59.0,0.5,0.81,,5.0,12.3
2021_11_12@11,13.3,,4.8,57.0,0.6,1.52,,9.0,15.1
2021_11_12@12,14.0,,5.6,58.0,0.4,1.44,,6.0,16.9
2021_11_12@13,15.0,,5.0,47.0,0.8,2.23,,4.0,18.6
2021_11_12@14,15.1,,6.2,47.0,0.8,1.88,,8.0,18.2
2021_11_12@15,13.9,,7.5,51.0,0.1,0.62,,10.0,14.4
2021_11_12@16,14.0,,7.2,57.0,0.1,0.33,,8.0,13.5
2021_11_12@17,13.9,,6.9,56.0,0.0,0.1,,9.0,12.3
2021_11_12@18,13.8,,6.8,56.0,0.0,0.0,,7.0,11.5
2021_11_12@19,13.7,,5.8,59.0,,,,5.0,11.1
2021_11_12@20,13.4,,6.2,55.0,,,,6.0,10.1
2021_11_12@21,13.4,,4.8,53.0,,,,6.0,10.0
2021_11_12@22,12.8,,4.8,74.0,,,,9.0,10.7
2021_11_12@23,12.3,,4.1,75.0,,,,10.0,10.9
2021_11_13@0,12.1,,2.9,73.0,,,,8.0,10.9
2021_11_13@1,12.2,,3.7,70.0,,,,6.0,10.8
2021_11_13@2,12.5,,3.4,63.0,,,,6.0,10.7
2021_11_13@3,12.9,,5.3,60.0,,,,6.0,10.2
2021_11_13@4,12.8,,4.9,58.0,,,,5.0,9.7
2021_11_13@5,12.9,,4.5,58.0,,,,7.0,10.0
2021_11_13@6,12.9,,4.0,59.0,,,,7.0,9.9
2021_11_13@7,12.9,,3.9,58.0,,,,8.0,9.9
2021_11_13@8,12.8,,3.7,61.0,0.0,0.01,,4.0,10.1
2021_11_13@9,14.5,,3.3,50.0,0.6,0.56,,1.0,10.3
2021_11_13@10,16.0,,2.6,48.0,1.0,1.37,,2.0,14.7
2021_11_13@11,16.7,,3.2,46.0,0.9,1.87,,3.0,17.2
2021_11_13@12,16.0,,3.5,49.0,0.7,1.53,,7.0,18.6
2021_11_13@13,16.7,,3.7,48.0,1.0,1.98,,8.0,20.4
2021_11_13@14,16.6,,4.6,48.0,1.0,1.76,,8.0,19.5
2021_11_13@15,15.8,,4.3,52.0,0.5,1.09,,8.0,17.5
2021_11_13@16,15.6,,4.4,55.0,0.4,0.73,,8.0,16.0
2021_11_13@17,15.0,,3.3,58.0,0.0,0.18,,7.0,14.5
2021_11_13@18,14.3,,2.9,63.0,0.0,0.0,,8.0,13.2
2021_11_13@19,14.1,,3.6,61.0,,,,7.0,12.3
2021_11_13@20,14.0,,3.1,59.0,,,,6.0,11.8
2021_11_13@21,13.7,,2.6,62.0,,,,7.0,11.2
2021_11_13@22,13.3,,0.0,65.0,,,,4.0,10.6
2021_11_13@23,12.8,,2.9,68.0,,,,2.0,10.3
2021_11_14@0,12.8,,3.4,69.0,,,,5.0,10.4
2021_11_14@1,13.4,,2.3,65.0,,,,5.0,10.2
2021_11_14@2,13.4,,2.9,64.0,,,,5.0,10.1
2021_11_14@3,13.3,,2.9,63.0,,,,3.0,10.0
2021_11_14@4,13.5,,3.5,61.0,,,,1.0,9.8
2021_11_14@5,13.9,,3.5,61.0,,,,2.0,10.0
2021_11_14@6,14.0,,3.6,61.0,,,,3.0,10.0
2021_11_14@7,13.8,,4.0,59.0,,,,4.0,9.7
2021_11_14@8,14.1,,3.0,60.0,0.0,0.03,,2.0,10.4
2021_11_14@9,15.6,,3.7,56.0,0.8,0.57,,2.0,11.5
2021_11_14@10,17.6,,3.7,49.0,1.0,1.22,,1.0,15.6
2021_11_14@11,18.3,,4.1,42.0,1.0,1.7,,1.0,17.7
2021_11_14@12,19.0,,4.4,44.0,1.0,2.09,,0.0,20.7
2021_11_14@13,19.2,,3.4,44.0,1.0,2.16,,0.0,21.5
2021_11_14@14,19.1,,4.6,47.0,1.0,1.95,,1.0,20.6
2021_11_14@15,19.3,,4.0,46.0,1.0,1.57,,1.0,19.2
2021_11_14@16,18.8,,4.2,48.0,1.0,0.96,,1.0,16.2
2021_11_14@17,17.4,,4.1,48.0,0.8,0.31,,2.0,14.4
2021_11_14@18,16.3,,2.6,55.0,0.0,0.0,,3.0,13.3
2021_11_14@19,15.2,,1.9,61.0,,,,0.0,12.4
2021_11_14@20,14.8,,2.9,55.0,,,,0.0,11.5
2021_11_14@21,13.9,,2.8,58.0,,,,0.0,11.0
2021_11_14@22,13.3,,2.3,63.0,,,,0.0,10.6
2021_11_14@23,13.4,,2.5,67.0,,,,1.0,10.4
2021_11_15@0,12.9,,2.3,69.0,,,,0.0,10.0
2021_11_15@1,12.5,,2.4,70.0,,,,0.0,9.7
2021_11_15@2,12.3,,2.3,68.0,,,,0.0,9.4
2021_11_15@3,11.8,,2.9,70.0,,,,0.0,9.2
2021_11_15@4,12.3,,2.9,68.0,,,,0.0,9.0
2021_11_15@5,12.4,,2.5,69.0,,,,4.0,9.1
2021_11_15@6,12.0,,2.5,71.0,,,,4.0,9.1
2021_11_15@7,11.6,,2.2,72.0,,,,0.0,8.9
2021_11_15@8,11.6,,2.7,73.0,0.0,0.02,,1.0,9.2
2021_11_15@9,14.8,,1.7,63.0,0.8,0.53,,1.0,10.6
2021_11_15@10,18.3,,1.8,52.0,1.0,1.21,,4.0,16.2
2021_11_15@11,19.1,,1.8,52.0,1.0,1.83,,4.0,17.6
2021_11_15@12,18.8,,3.2,58.0,1.0,2.07,,3.0,20.0
2021_11_15@13,18.6,,3.2,58.0,1.0,2.15,,4.0,20.7
2021_11_15@14,18.8,,3.1,56.0,1.0,2.02,,0.0,20.6
2021_11_15@15,18.4,,2.9,55.0,1.0,1.62,,0.0,18.4
2021_11_15@16,17.6,,2.0,49.0,1.0,1.05,,0.0,16.5
2021_11_15@17,16.3,,2.1,54.0,1.0,0.39,,0.0,15.0
2021_11_15@18,14.8,,1.6,59.0,0.1,0.01,,0.0,13.7
2021_11_15@19,13.7,,1.3,67.0,,,,0.0,12.7
2021_11_15@20,12.7,,2.6,69.0,,,,0.0,12.0
2021_11_15@21,11.8,,2.4,68.0,,,,0.0,11.3
2021_11_15@22,11.5,,2.1,69.0,,,,0.0,10.8
2021_11_15@23,11.3,,2.3,67.0,,,,0.0,10.3
2021_11_16@0,11.3,,2.6,67.0,,,,5.0,10.0
2021_11_16@1,11.2,,1.8,72.0,,,,5.0,9.9
2021_11_16@2,11.1,,2.6,74.0,,,,6.0,9.6
2021_11_16@3,11.4,,2.4,76.0,,,,7.0,10.0
2021_11_16@4,11.3,,1.7,76.0,,,,7.0,10.0
2021_11_16@5,11.1,,2.1,77.0,,,,6.0,9.7
2021_11_16@6,11.5,,1.4,77.0,,,,10.0,10.3
2021_11_16@7,11.7,,1.7,77.0,,,,10.0,10.4
2021_11_16@8,12.0,,1.7,78.0,0.0,0.04,,10.0,11.0
2021_11_16@9,13.5,,0.9,72.0,0.0,0.25,,8.0,12.2
2021_11_16@10,16.9,,0.5,55.0,1.0,1.06,,7.0,15.5
2021_11_16@11,17.9,,1.3,53.0,1.0,1.61,,6.0,17.3
2021_11_16@12,17.1,,1.9,53.0,0.7,1.43,,8.0,18.0
2021_11_16@13,16.8,,2.8,57.0,0.1,0.97,,8.0,17.9
2021_11_16@14,16.4,,2.0,56.0,0.0,0.79,,10.0,17.5
2021_11_16@15,16.2,,2.5,60.0,0.0,0.8,,10.0,17.5
2021_11_16@16,15.7,,2.9,59.0,0.0,0.45,,8.0,16.4
2021_11_16@17,15.1,,2.1,48.0,0.2,0.22,,7.0,14.9
2021_11_16@18,14.0,,1.3,69.0,0.0,0.01,,3.0,13.3
2021_11_16@19,12.7,,1.6,66.0,,,,0.0,12.1
2021_11_16@20,11.9,,1.8,62.0,,,,0.0,11.2
2021_11_16@21,11.7,,1.7,59.0,,,,0.0,10.6
2021_11_16@22,11.3,,2.5,61.0,,,,0.0,10.0
2021_11_16@23,10.9,,2.3,54.0,,,,0.0,9.5
2021_11_17@0,10.7,,2.0,57.0,,,,0.0,9.2
2021_11_17@1,10.2,,2.5,63.0,,,,0.0,8.8
2021_11_17@2,9.7,,2.5,67.0,,,,0.0,8.5
2021_11_17@3,9.5,,2.5,64.0,,,,0.0,8.2
2021_11_17@4,9.4,,2.7,65.0,,,,0.0,8.0
2021_11_17@5,9.3,,2.6,68.0,,,,0.0,7.8
2021_11_17@6,8.9,,2.5,73.0,,,,0.0,7.6
2021_11_17@7,8.7,,2.8,72.0,,,,0.0,7.4
2021_11_17@8,9.3,,2.1,74.0,0.0,0.04,,2.0,7.9
2021_11_17@9,12.9,,2.5,65.0,0.7,0.51,,1.0,8.9
2021_11_17@10,16.5,,0.9,56.0,1.0,1.23,,0.0,13.6
2021_11_17@11,17.7,,2.2,50.0,1.0,1.78,,0.0,16.1
2021_11_17@12,17.8,,2.4,49.0,1.0,2.12,,0.0,19.0
2021_11_17@13,18.0,,3.0,45.0,1.0,2.22,,2.0,20.4
2021_11_17@14,16.9,,3.2,53.0,1.0,1.9,,6.0,19.6
2021_11_17@15,16.4,,2.9,53.0,1.0,1.36,,7.0,17.8
2021_11_17@16,15.9,,1.9,53.0,0.8,0.85,,6.0,15.9
2021_11_17@17,14.5,,1.9,56.0,0.2,0.23,,8.0,14.6
2021_11_17@18,13.6,,2.2,61.0,0.0,0.0,,8.0,13.3
2021_11_17@19,13.5,,1.3,65.0,,,,9.0,12.9
2021_11_17@20,13.0,,2.3,67.0,,,,10.0,12.7
2021_11_17@21,12.8,,2.4,67.0,,,,9.0,12.3
2021_11_17@22,12.5,,0.6,68.0,,,,10.0,12.0
2021_11_17@23,12.4,,0.8,69.0,,,,8.0,11.7
2021_11_18@0,12.2,,1.2,71.0,,,,9.0,11.5
2021_11_18@1,12.2,,2.1,72.0,,,,10.0,11.5
2021_11_18@2,12.0,,1.1,73.0,,,,9.0,11.4
2021_11_18@3,11.8,,1.9,75.0,,,,9.0,11.2
2021_11_18@4,11.4,,1.9,76.0,,,,10.0,10.8
2021_11_18@5,11.2,,1.8,75.0,,,,8.0,10.5
2021_11_18@6,10.6,,2.3,76.0,,,,0.0,9.9
2021_11_18@7,9.9,,1.8,80.0,,,,3.0,9.3
2021_11_18@8,10.0,,1.3,73.0,0.0,0.03,,4.0,9.4
2021_11_18@9,12.9,,2.1,64.0,0.7,0.46,,1.0,10.0
2021_11_18@10,17.2,,1.2,57.0,1.0,1.17,,1.0,14.2
2021_11_18@11,18.0,,1.6,55.0,1.0,1.74,,0.0,16.8
2021_11_18@12,17.9,,2.6,56.0,1.0,2.09,,0.0,19.8
2021_11_18@13,18.5,,3.1,47.0,1.0,2.17,,0.0,20.9
2021_11_18@14,18.3,,3.3,43.0,1.0,1.99,,0.0,20.3
2021_11_18@15,18.2,,3.1,46.0,1.0,1.59,,0.0,18.1
2021_11_18@16,18.1,,2.0,42.0,1.0,0.98,,0.0,16.3
2021_11_18@17,16.5,,1.8,48.0,0.9,0.34,,0.0,14.8
2021_11_18@18,14.9,,0.0,52.0,0.0,0.01,,0.0,13.4
2021_11_18@19,13.5,,1.5,63.0,,,,0.0,12.3
2021_11_18@20,12.5,,2.3,65.0,,,,0.0,11.5
2021_11_18@21,11.8,,1.8,66.0,,,,0.0,10.8
2021_11_18@22,11.6,,2.3,62.0,,,,0.0,10.3
2021_11_18@23,10.9,,1.7,61.0,,,,0.0,9.8
2021_11_19@0,10.4,,2.3,54.0,,,,0.0,9.2
2021_11_19@1,10.5,,2.5,53.0,,,,0.0,8.8
2021_11_19@2,9.9,,2.4,52.0,,,,0.0,8.4
2021_11_19@3,9.9,,2.4,48.0,,,,0.0,8.0
2021_11_19@4,9.7,,2.6,50.0,,,,0.0,7.7
2021_11_19@5,9.2,,2.7,52.0,,,,0.0,7.4
2021_11_19@6,9.3,,3.2,52.0,,,,0.0,7.3
2021_11_19@7,9.1,,2.9,56.0,,,,0.0,7.1
2021_11_19@8,9.4,,2.4,59.0,0.0,0.01,,0.0,7.3
2021_11_19@9,13.4,,1.6,48.0,0.7,0.51,,0.0,8.1
2021_11_19@10,18.5,,0.0,50.0,1.0,1.28,,0.0,13.4
2021_11_19@11,18.8,,2.0,49.0,1.0,1.83,,0.0,16.2
2021_11_19@12,18.5,,3.3,59.0,1.0,2.18,,0.0,19.8
2021_11_19@13,18.2,,3.4,61.0,1.0,2.25,,0.0,21.2
2021_11_19@14,18.2,,1.8,62.0,1.0,2.06,,0.0,20.7
2021_11_19@15,18.0,,1.8,63.0,1.0,1.67,,0.0,18.6
2021_11_19@16,17.4,,1.8,69.0,1.0,1.07,,0.0,16.5
2021_11_19@17,15.9,,1.3,70.0,1.0,0.39,,0.0,15.0
2021_11_19@18,14.5,,0.6,76.0,0.2,0.01,,0.0,13.5
2021_11_19@19,13.2,,2.3,66.0,,,,0.0,12.5
2021_11_19@20,12.5,,2.2,67.0,,,,0.0,11.6
2021_11_19@21,12.0,,1.8,72.0,,,,0.0,11.0
2021_11_19@22,11.6,,2.3,73.0,,,,0.0,10.5
2021_11_19@23,11.4,,2.1,79.0,,,,0.0,10.2
2021_11_20@0,11.2,,2.6,78.0,,,,0.0,9.8
2021_11_20@1,11.1,,2.7,76.0,,,,0.0,9.6
2021_11_20@2,11.1,,2.5,80.0,,,,0.0,9.5
2021_11_20@3,10.8,,2.6,85.0,,,,0.0,9.3
2021_11_20@4,10.7,,2.7,84.0,,,,0.0,9.2
2021_11_20@5,10.5,,2.1,88.0,,,,0.0,9.0
2021_11_20@6,10.2,,2.7,82.0,,,,0.0,8.8
2021_11_20@7,10.5,,3.2,78.0,,,,0.0,8.8
2021_11_20@8,10.7,,3.0,80.0,0.0,0.02,,0.0,8.9
